H3_Index,Position,Category,Polygon_A,Ecosystem_A,Start_Point,Polygon_B,Ecosystem_B,End_Point,Distance_km
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,59,Shrubland,"(np.float64(37.75269874621019), np.float64(22.447333706619958))",63,Shrubland,"(np.float64(37.752743548719394), np.float64(22.443396516310205))",0.3470066976857424
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,77,Grassland,"(np.float64(37.75099625086061), np.float64(22.45359741847638))",111,Shrubland,"(np.float64(37.746202382376254), np.float64(22.451718304919453))",0.5572568398301077
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,69,Shrubland,"(np.float64(37.751642062639554), np.float64(22.44213940898292))",107,Shrubland,"(np.float64(37.74672881185935), np.float64(22.446181631046365))",0.6513792474061868
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,80,Shrubland,"(np.float64(37.74988433404138), np.float64(22.44805769409427))",122,Shrubland,"(np.float64(37.74441028200827), np.float64(22.442859626722512))",0.7609352838347341
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,99,Shrubland,"(np.float64(37.74817369278103), np.float64(22.467288102962566))",135,Shrubland,"(np.float64(37.74156852285332), np.float64(22.463990066923877))",0.7886413708613037
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,91,Shrubland,"(np.float64(37.74871132289143), np.float64(22.449033856980986))",131,Shrubland,"(np.float64(37.74279739167708), np.float64(22.454536975254847))",0.8161483080384734
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,92,Shrubland,"(np.float64(37.74871132289143), np.float64(22.44983919136253))",96,Shrubland,"(np.float64(37.74817369278103), np.float64(22.442322737134816))",0.6651196730159825
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,102,Shrubland,"(np.float64(37.74529721072332), np.float64(22.463491296956185))",140,Shrubland,"(np.float64(37.73957161101471), np.float64(22.45896631435332))",0.7502762812264353
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,103,Shrubland,"(np.float64(37.74659745904828), np.float64(22.44235324222503))",105,Shrubland,"(np.float64(37.74709843256024), np.float64(22.450606176487803))",0.7294825052117849
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,63,Shrubland,"(np.float64(37.752743548719394), np.float64(22.443396516310205))",69,Shrubland,"(np.float64(37.751642062639554), np.float64(22.44213940898292))",0.1649845458938229
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,95,Shrubland,"(np.float64(37.74806616675895), np.float64(22.453463196079458))",101,Shrubland,"(np.float64(37.747535257024936), np.float64(22.461717873490247))",0.7298871248454618
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,147,Shrubland,"(np.float64(37.73553938518675), np.float64(22.459234759147165))",148,Shrubland,"(np.float64(37.73513616260395), np.float64(22.456147644017925))",0.27577619168726153
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,52,Shrubland,"(np.float64(37.75354999388498), np.float64(22.440577845974815))",59,Shrubland,"(np.float64(37.75269874621019), np.float64(22.447333706619958))",0.6028178056067942
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,84,Shrubland,"(np.float64(37.74938336052942), np.float64(22.45077874814099))",128,Shrubland,"(np.float64(37.743603836842674), np.float64(22.454134308064077))",0.7063687521208072
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,85,Shrubland,"(np.float64(37.749248953001825), np.float64(22.44876541218714))",93,Shrubland,"(np.float64(37.74871132289143), np.float64(22.451449860125607))",0.24399255335877132
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,44,Shrubland,"(np.float64(37.75371000284641), np.float64(22.43044085923574))",55,Shrubland,"(np.float64(37.75328117882979), np.float64(22.43171916777787))",0.12229389281334437
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,76,Shrubland,"(np.float64(37.751130658388206), np.float64(22.444738740279437))",124,Shrubland,"(np.float64(37.74414146695307), np.float64(22.44688629863021))",0.7984980814996187
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,104,Shrubland,"(np.float64(37.74763606267064), np.float64(22.449033856980986))",106,Shrubland,"(np.float64(37.74736724761544), np.float64(22.45789253517793))",0.7813096273831559
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,17,Shrubland,"(np.float64(37.76423322446574), np.float64(22.461330360441064))",38,Shrubland,"(np.float64(37.75570051432656), np.float64(22.464066765436407))",0.9772760559578795
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,136,Shrubland,"(np.float64(37.74172213145629), np.float64(22.454939642445616))",138,Shrubland,"(np.float64(37.73984042606991), np.float64(22.455821675339685))",0.22285362937134512
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,128,Shrubland,"(np.float64(37.743603836842674), np.float64(22.454134308064077))",134,Shrubland,"(np.float64(37.741990946511486), np.float64(22.455744976827155))",0.2284738690921486
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,107,Shrubland,"(np.float64(37.74672881185935), np.float64(22.446181631046365))",111,Shrubland,"(np.float64(37.746202382376254), np.float64(22.451718304919453))",0.4914548410713769
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,35,Shrubland,"(np.float64(37.75610373690936), np.float64(22.449436524171755))",92,Shrubland,"(np.float64(37.74871132289143), np.float64(22.44983919136253))",0.8212643212203876
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,54,Shrubland,"(np.float64(37.75354999388498), np.float64(22.45225519450715))",105,Shrubland,"(np.float64(37.74709843256024), np.float64(22.450606176487803))",0.7306684350242273
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,65,Shrubland,"(np.float64(37.752138714845195), np.float64(22.45894394395383))",114,Shrubland,"(np.float64(37.74561994975666), np.float64(22.452926306491765))",0.8970819189869366
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,77,Grassland,"(np.float64(37.75099625086061), np.float64(22.45359741847638))",88,Shrubland,"(np.float64(37.748980137946624), np.float64(22.446617853836365))",0.6545466667982716
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,137,Shrubland,"(np.float64(37.739780689390976), np.float64(22.462306960676745))",139,Shrubland,"(np.float64(37.73984042606991), np.float64(22.458026757574853))",0.37732339400298454
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,69,Shrubland,"(np.float64(37.751642062639554), np.float64(22.44213940898292))",84,Shrubland,"(np.float64(37.74938336052942), np.float64(22.45077874814099))",0.8015893585086752
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,129,Shrubland,"(np.float64(37.743496310820596), np.float64(22.464818410859177))",135,Shrubland,"(np.float64(37.74156852285332), np.float64(22.463990066923877))",0.226081313762008
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,121,Shrubland,"(np.float64(37.74448708630975), np.float64(22.4537891647577))",131,Shrubland,"(np.float64(37.74279739167708), np.float64(22.454536975254847))",0.19878661737892622
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,140,Shrubland,"(np.float64(37.73957161101471), np.float64(22.45896631435332))",144,Shrubland,"(np.float64(37.73734777737626), np.float64(22.45696518043555))",0.3033739653988642
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,59,Shrubland,"(np.float64(37.75269874621019), np.float64(22.447333706619958))",76,Shrubland,"(np.float64(37.751130658388206), np.float64(22.444738740279437))",0.2873844089560284
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,70,Shrubland,"(np.float64(37.750423042287025), np.float64(22.456502938598017))",85,Shrubland,"(np.float64(37.749248953001825), np.float64(22.44876541218714))",0.6942481363615339
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,43,Shrubland,"(np.float64(37.75489406916097), np.float64(22.428497830251708))",68,Shrubland,"(np.float64(37.75220591860899), np.float64(22.428766275045554))",0.2992991110912059
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,81,Shrubland,"(np.float64(37.74978658311222), np.float64(22.449033856980986))",94,Shrubland,"(np.float64(37.74844250783623), np.float64(22.4479600778056))",0.17666482750873622
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,114,Shrubland,"(np.float64(37.74561994975666), np.float64(22.452926306491765))",128,Shrubland,"(np.float64(37.743603836842674), np.float64(22.454134308064077))",0.24780909175160085
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,40,Shrubland,"(np.float64(37.75437884030518), np.float64(22.437680879241217))",62,Shrubland,"(np.float64(37.75220591860899), np.float64(22.438457132103423))",0.2506905749826468
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,132,Shrubland,"(np.float64(37.74279739167708), np.float64(22.460174315925627))",145,Shrubland,"(np.float64(37.73768990562833), np.float64(22.459771648734858))",0.5679978210275113
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,64,Shrubland,"(np.float64(37.75258225968627), np.float64(22.454617508693))",127,Shrubland,"(np.float64(37.7437190432949), np.float64(22.455016340958142))",0.9843713642731543
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,84,Shrubland,"(np.float64(37.74938336052942), np.float64(22.45077874814099))",105,Shrubland,"(np.float64(37.74709843256024), np.float64(22.450606176487803))",0.2540637208903829
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,103,Shrubland,"(np.float64(37.74659745904828), np.float64(22.44235324222503))",118,Shrubland,"(np.float64(37.74494791211866), np.float64(22.442591181928663))",0.1842830591248001
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,95,Shrubland,"(np.float64(37.74806616675895), np.float64(22.453463196079458))",114,Shrubland,"(np.float64(37.74561994975666), np.float64(22.452926306491765))",0.2756021454797112
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,34,Shrubland,"(np.float64(37.75583492185417), np.float64(22.44804955940355))",104,Shrubland,"(np.float64(37.74763606267064), np.float64(22.449033856980986))",0.9141309755043037
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,106,Shrubland,"(np.float64(37.74736724761544), np.float64(22.45789253517793))",129,Shrubland,"(np.float64(37.743496310820596), np.float64(22.464818410859177))",0.7464560752436532
863f29987ffffff,CENTER,Corridors_2022_within_1.0km,36,Shrubland,"(np.float64(37.7551330158767), np.float64(22.451882354515693))",64,Shrubland,"(np.float64(37.75258225968627), np.float64(22.454617508693))",0.3718217315177421
